"","LIT","Unit_Name","Subunit_Name","subunit_ID","st_g_m2_a.Low","st_g_m2_b.Med","st_g_m2_c.High","wg_g_m2_a.Low","wg_g_m2_b.Med","wg_g_m2_c.High","wg_g_m2","st_g_m2","tot_g_m2","area_ha","tot_mass_m2_var","CI80lwr","CI80upr","st_mass_m2_var","CI80lwr_st","CI80upr_st","wg_mass_m2_var","CI80lwr_wg","CI80upr_wg"
"1","CLS","T10","T10:3","CLS_T10_T10:3",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,6.48446709602295,169.482085816995,175.966552913018,17.3838170040486,373.10219938089,151.212290522486,200.72081530355,371.62789679594,144.776779713779,194.187391920211,1.47430258495026,4.92839613179557,8.04053806025034
"2","CLS","T13A","T13A","CLS_T13A_T13A",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,567.862400427211,567.862400427211,36.0495437246963,6560.09697916727,464.063867492078,671.660933362344,6560.09697916727,464.063867492078,671.660933362344,0,0,0
"3","CLS","T15","T15:1","CLS_T15_T15:1",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0.0112949586198407,419.001582017175,419.012876975795,14.2127809716599,5764.16422572963,321.714799661491,516.310954290099,5764.14808508252,321.703640928608,516.299523105743,0.0161406471151987,-0.151520844869759,0.174110762109441
"4","CLS","T15","T15:2","CLS_T15_T15:2",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,0,0,16.6628793522267,0,0,0,0,0,0,0,0,0
"5","CLS","T15","T15:3","CLS_T15_T15:3",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,0,0,30.0489659919028,0,0,0,0,0,0,0,0,0
"6","CLS","T15","T15:4","CLS_T15_T15:4",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,0,0,30.801367611336,0,0,0,0,0,0,0,0,0
"7","CLS","T17","T17","CLS_T17_T17",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0.0221136317915235,410.244378230279,410.266491862071,34.8731627530364,3866.30042766677,330.580151102297,489.952832621844,3866.08638344854,330.560243278992,489.928513181566,0.214044218228799,-0.570795086081408,0.615022349664455
"8","CLS","T24","T24:4","CLS_T24_T24:4",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,36.6830410828297,1.28921448904514,37.9722555718748,13.7265327935223,158.970605032601,21.8139990302046,54.1305121135451,129.214933319309,-13.2785341544112,15.8569631325015,29.7556717132912,29.6923362594584,43.673745906201
"9","CLS","T24","T24:5","CLS_T24_T24:5",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,34.1644197739806,0,34.1644197739806,11.3989647773279,21.0561099364369,28.2837721700014,40.0450673779597,0,0,0,21.0561099364369,28.2837721700014,40.0450673779597
"10","CLS","T27","T27.3","CLS_T27_T27.3",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,0,0,71.5502222672065,0,0,0,0,0,0,0,0,0
"11","CLS","T5","T5","CLS_T5_T5",58.077885732634,282.388095651552,746.948111790722,12.9774782182479,50.7745318403506,65.4986495105563,0,0,0,39.5412753036437,0,0,0,0,0,0,0,0,0
