"","LIT_Strat","st_g_m2","SE","asymp.LCL","asymp.UCL"
"1","KRN_a.Low",23.2750600878132,2.34406331744448,19.1057958352783,28.354140636792
"2","KRN_b.Med",89.6058909786692,10.6618329309253,70.9668657436534,113.140345342068
"3","KRN_c.High",367.046530363239,51.1449819916596,279.327075199259,482.313271477844
"4","PIX_a.Low",23.787773424708,2.5973608762204,19.2048991464567,29.4642611861696
"5","PIX_b.Med",161.495298748426,44.3766545376141,94.245707295249,276.731240778308
