LIT,diff.name,mean.a,mean.b,mean.diff,var.a,var.b,sd.diff,tcalc,approx_p_value
KRN,KRN_4A_4A-2 vs. KRN_4A_4A-1,80.3663436864719,67.83383143982698,12.532512246644913,309.2456619704903,187.30459510173227,22.283407662927647,0.5624145299596589,0.286916811
KRN,KRN_4A_4A-3 vs. KRN_4A_4A-1,260.15333098252074,67.83383143982698,192.31949954269376,989.6346280115686,187.30459510173227,34.306547816900796,5.605912333969942,1e-8
KRN,KRN_4A_4A-4 vs. KRN_4A_4A-1,135.23499605923828,67.83383143982698,67.4011646194113,197.15850596178157,187.30459510173227,19.607730645424365,3.4374791166942082,2.93578e-4
KRN,KRN_4A_4A-5 vs. KRN_4A_4A-1,174.8590585292995,67.83383143982698,107.02522708947251,787.5665302609548,187.30459510173227,31.222926278020243,3.4277769526302926,3.04273e-4
KRN,KRN_4A_4A-6 vs. KRN_4A_4A-1,80.15122174259636,67.83383143982698,12.317390302769383,138.8629395993673,187.30459510173227,18.06010893381044,0.6820219273268014,0.247612543
KRN,KRN_4B_4B-1 vs. KRN_4A_4A-1,93.41096480967923,67.83383143982698,25.57713336985225,82.86762235456042,187.30459510173227,16.436916300093905,1.5560785796363839,0.059844704
KRN,KRN_4B_4B-2 vs. KRN_4A_4A-1,66.58011861488666,67.83383143982698,-1.2537128249403224,135.05513173906633,187.30459510173227,17.95437904358707,-0.06982769060944619,0.472165404
KRN,KRN_4B_4B-3 vs. KRN_4A_4A-1,241.7773625190525,67.83383143982698,173.94353107922552,627.3670234073215,187.30459510173227,28.54245291682293,6.094204012042117,1e-9
KRN,KRN_5A_5A-1 vs. KRN_4A_4A-1,146.10931870230797,67.83383143982698,78.275487262481,155.69888987612276,187.30459510173227,18.52035326277161,4.226457570862063,1.187e-5
KRN,KRN_5A_5A-3 vs. KRN_4A_4A-1,60.128716570066956,67.83383143982698,-7.705114869760024,189.2856648664452,187.30459510173227,19.40593362784119,-0.39704942918622044,0.345665505
KRN,KRN_5A_5A-4 vs. KRN_4A_4A-1,99.96611566749229,67.83383143982698,32.13228422766531,358.5557742310971,187.30459510173227,23.36365487959513,1.3753106863313729,0.084517572
KRN,KRN_5A_5A-6 vs. KRN_4A_4A-1,163.30533463583157,67.83383143982698,95.47150319600459,241.51689198590273,187.30459510173227,20.708005386507775,4.610366928830755,2.01e-6
KRN,KRN_5A_5A-7 vs. KRN_4A_4A-1,105.67428300383828,67.83383143982698,37.8404515640113,414.9339754826646,187.30459510173227,24.540549516756894,1.5419561627245921,0.061542123
KRN,KRN_5B_5B-1 vs. KRN_4A_4A-1,143.01332731256062,67.83383143982698,75.17949587273364,404.54655161230284,187.30459510173227,24.327991012700476,3.0902467792546466,9.99951e-4
KRN,KRN_5B_5B-2 vs. KRN_4A_4A-1,54.07528673398484,67.83383143982698,-13.75854470584214,444.0430417643488,187.30459510173227,25.12663202393192,-0.5475682014500703,0.291994214
KRN,KRN_5B_5B-3 vs. KRN_4A_4A-1,106.0651039045893,67.83383143982698,38.23127246476231,1235.1136350998433,187.30459510173227,37.714960296964065,1.0136898504925593,0.155365384
KRN,KRN_5B_5B-5 vs. KRN_4A_4A-1,20.847657237628603,67.83383143982698,-46.98617420219838,14.738599803734818,187.30459510173227,14.214189913796252,-3.305582272866196,4.73896e-4
KRN,KRN_5B_5B-6 vs. KRN_4A_4A-1,83.83225548840872,67.83383143982698,15.99842404858174,140.67492193068577,187.30459510173227,18.11020477610394,0.8833927747570997,0.188512047
KRN,KRN_5B_5B-7 vs. KRN_4A_4A-1,189.61753809316428,67.83383143982698,121.7837066533373,318.48726320026117,187.30459510173227,22.489816768973316,5.41505997600428,3.1e-8
KRN,KRN_5B_5B-8 vs. KRN_4A_4A-1,112.18840582559348,67.83383143982698,44.3545743857665,268.23479926320846,187.30459510173227,21.343368861661478,2.0781430838427495,0.018848091
KRN,KRN_6A_6A-1 vs. KRN_4A_4A-1,61.68827459129394,67.83383143982698,-6.14555684853304,123.0769626044063,187.30459510173227,17.617649040270344,-0.34882956485769206,0.363608633
KRN,KRN_6A_6A-2 vs. KRN_4A_4A-1,41.985012996759615,67.83383143982698,-25.848818443067366,123.13936417720652,187.30459510173227,17.619419947289376,-1.4670640986137584,0.07117931
KRN,KRN_6A_6A-4 vs. KRN_4A_4A-1,77.13517501625788,67.83383143982698,9.301343576430895,45.42375403784681,187.30459510173227,15.255436707599658,0.6097068051678476,0.271028023
KRN,KRN_6A_6A-5 vs. KRN_4A_4A-1,85.7497910959272,67.83383143982698,17.915959656100213,87.14848778036225,187.30459510173227,16.566625573184616,1.0814489394327642,0.139748731
KRN,KRN_4A_4A-3 vs. KRN_4A_4A-2,260.15333098252074,80.3663436864719,179.78698729604884,989.6346280115686,309.2456619704903,36.03998182549568,4.988542673705306,3.04e-7
KRN,KRN_4A_4A-4 vs. KRN_4A_4A-2,135.23499605923828,80.3663436864719,54.86865237276639,197.15850596178157,309.2456619704903,22.50342569326439,2.438235543363933,0.007379577
KRN,KRN_4A_4A-5 vs. KRN_4A_4A-2,174.8590585292995,80.3663436864719,94.4927148428276,787.5665302609548,309.2456619704903,33.11815502456991,2.8531998468128656,0.00216407
KRN,KRN_4A_4A-6 vs. KRN_4A_4A-2,80.15122174259636,80.3663436864719,-0.21512194387553052,138.8629395993673,309.2456619704903,21.168575804003858,-0.010162324847325913,0.495945889
KRN,KRN_4B_4B-1 vs. KRN_4A_4A-2,93.41096480967923,80.3663436864719,13.044621123207335,82.86762235456042,309.2456619704903,19.80185052779287,0.6587576804954955,0.255025693
