"","LIT_Strat","wg_g_m2","SE","asymp.LCL","asymp.UCL"
"1","KRN_a.Low",5.66765781573164,2.63657500084077,2.27733845585166,14.1052134932711
"2","KRN_b.Med",10.1370790074825,3.65279218162685,5.00254619919422,20.5416135528133
"3","KRN_c.High",8.24237572703912,3.83432495326868,3.31189352304632,20.5129655144211
"4","PIX_a.Low",11.0612155875606,3.36861185241827,6.08941661052962,20.0923172283743
"5","PIX_b.Med",34.2591792926682,15.9372528492549,13.7657827987695,85.2615054998617
"6","PIX_c.High",72.7459426187655,22.1542417812106,40.0480713737756,132.140499803395
