"","LIT","Unit_Name","Subunit_Name","subunit_ID","st_g_m2_a.Low","st_g_m2_b.Med","st_g_m2_c.High","wg_g_m2_a.Low","wg_g_m2_b.Med","wg_g_m2_c.High","wg_g_m2","st_g_m2","tot_g_m2","area_ha","tot_mass_m2_var","CI80lwr","CI80upr","st_mass_m2_var","CI80lwr_st","CI80upr_st","wg_mass_m2_var","CI80lwr_wg","CI80upr_wg"
"14","CLS","T6","T6:3","CLS_T6_T6:3",77.4320526123957,286.608321441551,763.145996148919,16.8824903086376,53.763109473723,68.4157153263294,42.1202546674023,1.03562006758759,43.1558747349899,18.3609255060729,85.0561098957734,31.3366540015833,54.9750954683965,53.5698371663475,-8.34423760647927,10.4154777416544,31.486272729426,34.9291317537512,49.3113775810535
"15","CLS","T6","T6:4","CLS_T6_T6:4",77.4320526123957,286.608321441551,763.145996148919,16.8824903086376,53.763109473723,68.4157153263294,48.4389106900611,0,48.4389106900611,11.5553469635628,26.624384270775,41.8262555844747,55.0515657956475,0,0,0,26.624384270775,41.8262555844747,55.0515657956475
"16","CLS","T6A","T6A","CLS_T6A_T6A",77.4320526123957,286.608321441551,763.145996148919,16.8824903086376,53.763109473723,68.4157153263294,0,0,0,16.6708429149798,0,0,0,0,0,0,0,0,0
"17","KRN","14","14-F","KRN_14_14-F",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,25.8444774102789,25.8444774102789,41.5000093117409,303.574677819293,3.51549884121412,48.1734559793437,303.574677819293,3.51549884121412,48.1734559793437,0,0,0
"18","KRN","14","14A-1","KRN_14_14A-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,4.19356825728535,4.19356825728535,24.4521931174089,15.1403520426617,-0.793026455665446,9.18016297023614,15.1403520426617,-0.793026455665446,9.18016297023614,0,0,0
"19","KRN","14","14A-2","KRN_14_14A-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,4.08064818362666,4.08064818362666,21.6827834008097,154.736486345972,-11.8609717549117,20.022268122165,154.736486345972,-11.8609717549117,20.022268122165,0,0,0
"20","KRN","14","14B-1","KRN_14_14B-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,96.8261598426832,96.8261598426832,30.6294311740891,670.79955954185,63.6342325969612,130.018087088405,670.79955954185,63.6342325969612,130.018087088405,0,0,0
"21","KRN","14","14B-2","KRN_14_14B-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,41.3935569945774,41.3935569945774,37.131579757085,176.061685564792,24.3888750551889,58.3982389339659,176.061685564792,24.3888750551889,58.3982389339659,0,0,0
"22","KRN","14","14C-1","KRN_14_14C-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,84.92416094864,84.92416094864,37.5390582995951,669.682447393478,51.7598832107793,118.088438686501,669.682447393478,51.7598832107793,118.088438686501,0,0,0
"23","KRN","14","14C-2","KRN_14_14C-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,191.305387894924,191.305387894924,23.8150109311741,2116.22349939231,132.350902636033,250.259873153815,2116.22349939231,132.350902636033,250.259873153815,0,0,0
"24","KRN","14","14D-1","KRN_14_14D-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,25.4539656571346,25.4539656571346,33.359087854251,91.4342158347769,13.1996106452899,37.7083206689793,91.4342158347769,13.1996106452899,37.7083206689793,0,0,0
"25","KRN","14","14D-2","KRN_14_14D-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,3.7685936860719,3.7685936860719,25.7281380566802,1.51595258471662,2.19069579973108,5.34649157241271,1.51595258471662,2.19069579973108,5.34649157241271,0,0,0
"26","KRN","14","14E-1","KRN_14_14E-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,12.3614569673013,12.3614569673013,34.7687809716599,6.94404262152644,8.98436976983288,15.7385441647697,6.94404262152644,8.98436976983288,15.7385441647697,0,0,0
"27","KRN","14","14E-2","KRN_14_14E-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,0,0,33.0183672064777,0,0,0,0,0,0,0,0,0
"28","KRN","14","14G-1","KRN_14_14G-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,149.762467406732,149.762467406732,53.8524631578947,432.610918189948,123.107090768056,176.417844045407,432.610918189948,123.107090768056,176.417844045407,0,0,0
"29","KRN","14","14G-2","KRN_14_14G-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,21.1945951151145,21.1945951151145,48.4843542510121,290.922368480286,-0.664120647409362,43.0533108776384,290.922368480286,-0.664120647409362,43.0533108776384,0,0,0
