"","LIT_Strat","sw_g_m2","SE","lower.CL","upper.CL"
"1","KRN_b.Med",20.7039335646754,1.22861727054927,0.588705059978333,5.47194235901653
"2","KRN_c.High",45.7512909097888,1.22861727054927,1.38160135841176,6.26483865744995
"3","MDC_a.Low",9.00480141198969,0.189579760667035,1.82100798835126,2.5745078622527
"4","MDC_b.Med",58.8535058271232,0.268106268686765,3.5422465337266,4.60785627464442
"5","MDC_c.High",255.375767344326,0.370442045214771,4.80656033594528,6.27891177987057
"6","SLW_a.Low",5.73736469870884,0.297983457643097,1.15482048792274,2.3391794984457
"7","SLW_b.Med",34.6371874749288,0.868763603488292,1.81844278326438,5.27141299155735
"8","SLW_c.High",111.330478470538,1.22861727054926,2.27088441198053,7.1541217110187
