"","LIT_Strat","wg_g_m2","SE","asymp.LCL","asymp.UCL"
"1","MDC_a.Low",0.768870688533905,0.100084361733024,0.587119727633902,0.981007825812081
"2","MDC_b.Med",2.75443197575434,0.37118603842477,2.10250118349937,3.56967249504611
"3","MDC_c.High",7.42895870521055,0.848347777283116,5.92899436186548,9.2788833852223
"4","PIX_a.Low",26.3557879703386,3.59174654561692,20.1631491516061,34.4043285810924
"5","PIX_b.Med",46.8757887691423,10.3468607219549,30.3783612726755,72.1873211203905
"6","PIX_c.High",152.813436060286,33.4836170739039,99.4258859771898,234.724431054601
"7","SLW_a.Low",16.4005015588211,5.21995477923599,8.72559036905224,30.4602899666851
"8","SLW_c.High",13.4434206900776,7.45928336237727,4.38656607050214,39.2864221491033
